"","Team","Opponent","ScoreOff","ScoreDef","TotYardsOff","TotPlaysOff","YdsPlayOff","PassingOff","CmpAttOff","YdsPassOff","RushingOff","RushesOff","YdsRushOff","FirstDownOff","PassOff","RushOff","PenaltyOff","PenaltiesOff","YdsOff","TurnoversOff","FumLostOff","IntThrownOff","TotYardsDef","TotPlaysDef","YdsPlayDef","PassingDef","CmpAttDef","YdsPassDef","RushingDef","RushesDef","YdsRushDef","FirstDownDef","PassDef","RushDef","PenaltyDef","PenaltiesDef","YdsDef","TurnoversDef","FumLostDef","IntThrownDef"
"VATECH5","VATECH","NC","34","17","357","84","4.3","186","18-27","6.9","171","57","3.0","20","9","9","2","8","45","1","0","1","323","66","4.9","198","18-37","5.4","125","29","4.3","16","8","8","0","10","62","3","2","1"
"NC4","NC","VATECH","17","34","323","66","4.9","198","18-37","5.4","125","29","4.3","16","8","8","0","10","62","3","2","1","357","84","4.3","186","18-27","6.9","171","57","3.0","20","9","9","2","8","45","1","0","1"
"KS4","KS","WV","14","33","176","62","2.8","111","13-28","4.0","65","34","1.9","9","4","4","1","11","101","0","0","0","557","79","7.1","302","20-37","8.2","255","42","6.1","25","11","9","5","5","45","3","2","1"
"WV4","WV","KS","33","14","557","79","7.1","302","20-37","8.2","255","42","6.1","25","11","9","5","5","45","3","2","1","176","62","2.8","111","13-28","4.0","65","34","1.9","9","4","4","1","11","101","0","0","0"
"BYU5","BYU","CFL","24","37","342","86","4.0","153","22-37","4.1","189","49","3.9","21","7","14","0","9","71","2","1","1","389","85","4.6","326","30-52","6.3","63","33","1.9","22","16","4","2","4","44","4","2","2"
"CFL4","CFL","BYU","37","24","389","85","4.6","326","30-52","6.3","63","33","1.9","22","16","4","2","4","44","4","2","2","342","86","4.0","153","22-37","4.1","189","49","3.9","21","7","14","0","9","71","2","1","1"
"FREST6","FREST","NVLV","27","30","473","77","6.1","302","25-44","6.9","171","33","5.2","21","12","7","2","6","80","3","1","2","478","86","5.6","332","29-40","8.3","146","46","3.2","22","15","5","2","8","61","1","0","1"
"NVLV6","NVLV","FREST","30","27","478","86","5.6","332","29-40","8.3","146","46","3.2","22","15","5","2","8","61","1","0","1","473","77","6.1","302","25-44","6.9","171","33","5.2","21","12","7","2","6","80","3","1","2"
"SDGST5","SDGST","NM","24","14","470","63","7.5","73","5-17","4.3","397","46","8.6","19","3","14","2","10","102","4","2","2","263","62","4.2","111","11-24","4.6","152","38","4.0","15","4","8","3","6","57","1","0","1"
"NM5","NM","SDGST","14","24","263","62","4.2","111","11-24","4.6","152","38","4.0","15","4","8","3","6","57","1","0","1","470","63","7.5","73","5-17","4.3","397","46","8.6","19","3","14","2","10","102","4","2","2"
"WAST6","WAST","STAN","17","34","266","80","3.3","292","42-69","4.2","-26","11","-2.4","18","12","4","2","10","75","1","0","1","477","68","7.0","284","23-35","8.1","193","33","5.8","20","14","4","2","9","80","1","1","0"
"STAN5","STAN","WAST","34","17","477","68","7.0","284","23-35","8.1","193","33","5.8","20","14","4","2","9","80","1","1","0","266","80","3.3","292","42-69","4.2","-26","11","-2.4","18","12","4","2","10","75","1","0","1"
"MIAOH6","MIAOH","AKR","19","29","412","64","6.4","352","24-41","8.6","60","23","2.6","23","19","3","1","12","102","3","2","1","318","73","4.4","167","20-36","4.6","151","37","4.1","24","11","8","5","9","128","2","2","0"
"AKR5","AKR","MIAOH","29","19","318","73","4.4","167","20-36","4.6","151","37","4.1","24","11","8","5","9","128","2","2","0","412","64","6.4","352","24-41","8.6","60","23","2.6","23","19","3","1","12","102","3","2","1"
"AL5","AL","AR","14","13","227","53","4.3","161","11-21","7.7","66","32","2.1","10","6","3","1","4","30","2","2","0","335","79","4.2","246","21-40","6.2","89","39","2.3","18","12","5","1","4","28","3","2","1"
"AR5","AR","AL","13","14","335","79","4.2","246","21-40","6.2","89","39","2.3","18","12","5","1","4","28","3","2","1","227","53","4.3","161","11-21","7.7","66","32","2.1","10","6","3","1","4","30","2","2","0"
"NTX5","NTX","ALBIRM","21","56","451","79","5.7","291","20-36","8.1","160","43","3.7","24","12","12","0","3","30","5","3","2","448","72","6.2","316","17-22","14.4","132","50","2.6","19","9","9","1","2","15","0","0","0"
"ALBIRM5","ALBIRM","NTX","56","21","448","72","6.2","316","17-22","14.4","132","50","2.6","19","9","9","1","2","15","0","0","0","451","79","5.7","291","20-36","8.1","160","43","3.7","24","12","12","0","3","30","5","3","2"
"ARST5","ARST","GAST","52","10","618","83","7.4","234","22-30","7.8","384","53","7.2","32","12","20","0","5","40","2","2","0","269","73","3.7","198","20-39","5.1","71","34","2.1","18","9","8","1","1","5","2","1","1"
"GAST5","GAST","ARST","10","52","269","73","3.7","198","20-39","5.1","71","34","2.1","18","9","8","1","1","5","2","1","1","618","83","7.4","234","22-30","7.8","384","53","7.2","32","12","20","0","5","40","2","2","0"
"TXX4","TXX","BAY","58","61","485","89","5.4","346","22-48","7.2","139","41","3.4","23","12","7","4","8","110","1","1","0","782","109","7.2","510","28-55","9.3","272","54","5.0","39","17","18","4","12","117","3","1","2"
"BAY5","BAY","TXX","61","58","782","109","7.2","510","28-55","9.3","272","54","5.0","39","17","18","4","12","117","3","1","2","485","89","5.4","346","22-48","7.2","139","41","3.4","23","12","7","4","8","110","1","1","0"
"BC5","BC","NCST","30","14","411","76","5.4","101","12-19","5.3","310","57","5.4","24","6","17","1","4","30","1","1","0","217","58","3.7","174","14-30","5.8","43","28","1.5","13","8","5","0","2","20","2","1","1"
"NCST6","NCST","BC","14","30","217","58","3.7","174","14-30","5.8","43","28","1.5","13","8","5","0","2","20","2","1","1","411","76","5.4","101","12-19","5.3","310","57","5.4","24","6","17","1","4","30","1","1","0"
"BGSU6","BGSU","OH","31","13","355","66","5.4","260","20-39","6.7","95","27","3.5","19","11","5","3","8","75","1","0","1","513","110","4.7","386","34-64","6.0","127","46","2.8","29","18","7","4","16","153","2","2","0"
"OH6","OH","BGSU","13","31","513","110","4.7","386","34-64","6.0","127","46","2.8","29","18","7","4","16","153","2","2","0","355","66","5.4","260","20-39","6.7","95","27","3.5","19","11","5","3","8","75","1","0","1"
"CMI6","CMI","NIL","34","17","552","77","7.2","269","20-31","8.7","283","46","6.2","30","16","12","2","3","29","1","0","1","341","66","5.2","231","18-33","7.0","110","33","3.3","19","10","7","2","3","34","1","0","1"
"NIL5","NIL","CMI","17","34","341","66","5.2","231","18-33","7.0","110","33","3.3","19","10","7","2","3","34","1","0","1","552","77","7.2","269","20-31","8.7","283","46","6.2","30","16","12","2","3","29","1","0","1"
"LOU6","LOU","CLEM","17","23","266","68","3.9","212","15-30","7.1","54","38","1.4","10","6","3","1","11","65","2","2","0","229","71","3.2","157","22-39","4.0","72","32","2.3","12","7","5","0","3","14","2","0","2"
"CLEM5","CLEM","LOU","23","17","229","71","3.2","157","22-39","4.0","72","32","2.3","12","7","5","0","3","14","2","0","2","266","68","3.9","212","15-30","7.1","54","38","1.4","10","6","3","1","11","65","2","2","0"
"COST5","COST","NV","31","17","445","70","6.4","326","26-36","9.1","119","34","3.5","21","15","6","0","2","25","1","1","0","457","86","5.3","297","27-50","5.9","160","36","4.4","25","16","8","1","3","45","1","0","1"
"NV5","NV","COST","17","31","457","86","5.3","297","27-50","5.9","160","36","4.4","25","16","8","1","3","45","1","0","1","445","70","6.4","326","26-36","9.1","119","34","3.5","21","15","6","0","2","25","1","1","0"
"DUKE5","DUKE","GATECH","31","25","373","73","5.1","123","15-25","4.9","250","48","5.2","25","5","16","4","5","35","0","0","0","483","72","6.7","201","14-26","7.7","282","46","6.1","26","9","17","0","8","69","3","1","2"
"GATECH5","GATECH","DUKE","25","31","483","72","6.7","201","14-26","7.7","282","46","6.1","26","9","17","0","8","69","3","1","2","373","73","5.1","123","15-25","4.9","250","48","5.2","25","5","16","4","5","35","0","0","0"
"ECAR5","ECAR","SFL","28","17","481","71","6.8","250","24-34","7.4","231","37","6.2","25","16","9","0","12","148","1","0","1","350","69","5.1","257","21-42","6.1","93","27","3.4","23","12","6","5","8","59","1","0","1"
"SFL5","SFL","ECAR","17","28","350","69","5.1","257","21-42","6.1","93","27","3.4","23","12","6","5","8","59","1","0","1","481","71","6.8","250","24-34","7.4","231","37","6.2","25","16","9","0","12","148","1","0","1"
"BUF6","BUF","EMI","27","37","537","81","6.6","383","27-45","8.5","154","36","4.3","22","12","7","3","7","60","3","1","2","484","67","7.2","147","10-18","8.2","337","49","6.9","18","7","11","0","7","62","1","1","0"
"EMI5","EMI","BUF","37","27","484","67","7.2","147","10-18","8.2","337","49","6.9","18","7","11","0","7","62","1","1","0","537","81","6.6","383","27-45","8.5","154","36","4.3","22","12","7","3","7","60","3","1","2"
"FLST5","FLST","SYR","38","20","482","72","6.7","317","30-36","8.8","165","36","4.6","29","16","9","4","6","36","2","2","0","412","67","6.1","256","21-36","7.1","156","31","5.0","20","11","8","1","7","64","3","0","3"
"SYR5","SYR","FLST","20","38","412","67","6.1","256","21-36","7.1","156","31","5.0","20","11","8","1","7","64","3","0","3","482","72","6.7","317","30-36","8.8","165","36","4.6","29","16","9","4","6","36","2","2","0"
"GA5","GA","MO","34","0","379","87","4.4","169","23-29","5.8","210","58","3.6","25","9","16","0","4","30","0","0","0","147","43","3.4","97","9-21","4.6","50","22","2.3","10","5","4","1","4","30","5","1","4"
"MO5","MO","GA","0","34","147","43","3.4","97","9-21","4.6","50","22","2.3","10","5","4","1","4","30","5","1","4","379","87","4.4","169","23-29","5.8","210","58","3.6","25","9","16","0","4","30","0","0","0"
"ID5","ID","GAS","24","47","365","72","5.1","271","20-32","8.5","94","40","2.4","17","11","6","0","3","23","1","0","1","550","73","7.5","201","11-15","13.4","349","58","6.0","26","7","18","1","6","48","1","1","0"
"GAS4","GAS","ID","47","24","550","73","7.5","201","11-15","13.4","349","58","6.0","26","7","18","1","6","48","1","1","0","365","72","5.1","271","20-32","8.5","94","40","2.4","17","11","6","0","3","23","1","0","1"
"WY5","WY","HI","28","38","322","63","5.1","221","19-30","7.4","101","33","3.1","17","9","7","1","5","40","2","0","2","513","76","6.8","281","17-26","10.8","232","50","4.6","25","14","10","1","3","40","3","3","0"
"HI5","HI","WY","38","28","513","76","6.8","281","17-26","10.8","232","50","4.6","25","14","10","1","3","40","3","3","0","322","63","5.1","221","19-30","7.4","101","33","3.1","17","9","7","1","5","40","2","0","2"
"HOU5","HOU","MEM","28","24","354","68","5.2","168","14-25","6.7","186","43","4.3","15","8","6","1","3","32","3","2","1","368","78","4.7","243","26-37","6.6","125","41","3.0","20","12","7","1","4","41","5","2","3"
"MEM5","MEM","HOU","24","28","368","78","4.7","243","26-37","6.6","125","41","3.0","20","12","7","1","4","41","5","2","3","354","68","5.2","168","14-25","6.7","186","43","4.3","15","8","6","1","3","32","3","2","1"
"IN5","IN","IA","27","45","393","56","7.0","101","6-18","5.6","292","38","7.7","10","4","6","0","9","110","3","0","3","426","76","5.6","219","21-32","6.8","207","44","4.7","22","6","12","4","4","30","0","0","0"
"IA5","IA","IN","45","27","426","76","5.6","219","21-32","6.8","207","44","4.7","22","6","12","4","4","30","0","0","0","393","56","7.0","101","6-18","5.6","292","38","7.7","10","4","6","0","9","110","3","0","3"
"TOL6","TOL","IAST","30","37","425","77","5.5","189","22-36","5.3","236","41","5.8","25","9","12","4","6","56","0","0","0","454","87","5.2","351","37-53","6.6","103","34","3.0","34","23","7","4","5","50","0","0","0"
"IAST5","IAST","TOL","37","30","454","87","5.2","351","37-53","6.6","103","34","3.0","34","23","7","4","5","50","0","0","0","425","77","5.5","189","22-36","5.3","236","41","5.8","25","9","12","4","6","56","0","0","0"
"LAMON5","LAMON","KY","14","48","264","79","3.3","187","22-39","4.8","77","40","1.9","15","8","6","1","5","41","3","1","2","352","59","6.0","216","16-30","7.2","136","29","4.7","15","7","6","2","6","54","1","0","1"
"KY5","KY","LAMON","48","14","352","59","6.0","216","16-30","7.2","136","29","4.7","15","7","6","2","6","54","1","0","1","264","79","3.3","187","22-39","4.8","77","40","1.9","15","8","6","1","5","41","3","1","2"
"LIB1","LIB","APPST","55","47","501","76","6.6","356","24-38","9.4","145","38","3.8","25","13","8","4","2","25","2","1","1","628","68","9.2","397","20-31","12.8","231","37","6.2","23","11","11","1","7","58","4","2","2"
"APPST3","APPST","LIB","47","55","628","68","9.2","397","20-31","12.8","231","37","6.2","23","11","11","1","7","58","4","2","2","501","76","6.6","356","24-38","9.4","145","38","3.8","25","13","8","4","2","25","2","1","1"
"LAST6","LAST","FL","30","27","305","72","4.2","110","10-22","5.0","195","50","3.9","21","7","11","3","8","80","0","0","0","306","57","5.4","183","14-25","7.3","123","32","3.8","13","4","8","1","4","34","3","1","2"
"FL4","FL","LAST","27","30","306","57","5.4","183","14-25","7.3","123","32","3.8","13","4","8","1","4","34","3","1","2","305","72","4.2","110","10-22","5.0","195","50","3.9","21","7","11","3","8","80","0","0","0"
"MIDTN6","MIDTN","MARSH","24","49","370","74","5.0","201","25-37","5.4","169","37","4.6","20","8","10","2","8","101","2","1","1","589","85","6.9","337","17-33","10.2","252","52","4.8","28","12","12","4","8","101","2","1","1"
"MARSH5","MARSH","MIDTN","49","24","589","85","6.9","337","17-33","10.2","252","52","4.8","28","12","12","4","8","101","2","1","1","370","74","5.0","201","25-37","5.4","169","37","4.6","20","8","10","2","8","101","2","1","1"
"MA6","MA","KENT","41","17","482","73","6.6","286","23-38","7.5","196","35","5.6","24","12","9","3","10","105","0","0","0","341","69","4.9","191","22-42","4.5","150","27","5.6","19","8","8","3","6","80","1","0","1"
"KENT5","KENT","MA","17","41","341","69","4.9","191","22-42","4.5","150","27","5.6","19","8","8","3","6","80","1","0","1","482","73","6.6","286","23-38","7.5","196","35","5.6","24","12","9","3","10","105","0","0","0"
"CIN4","CIN","MIAFL","34","55","422","89","4.7","355","31-60","5.9","67","29","2.3","26","17","5","4","5","54","3","0","3","621","60","10.4","286","17-25","11.4","335","35","9.6","20","9","9","2","13","155","1","1","0"
"MIAFL6","MIAFL","CIN","55","34","621","60","10.4","286","17-25","11.4","335","35","9.6","20","9","9","2","13","155","1","1","0","422","89","4.7","355","31-60","5.9","67","29","2.3","26","17","5","4","5","54","3","0","3"
"PAST5","PAST","MI","13","18","214","68","3.1","160","21-33","4.8","54","35","1.5","16","8","7","1","5","23","1","0","1","256","57","4.5","192","16-26","7.4","64","31","2.1","12","7","5","0","3","30","1","0","1"
"MI6","MI","PAST","18","13","256","57","4.5","192","16-26","7.4","64","31","2.1","12","7","5","0","3","30","1","0","1","214","68","3.1","160","21-33","4.8","54","35","1.5","16","8","7","1","5","23","1","0","1"
"MIST5","MIST","PUR","45","31","532","80","6.7","238","19-37","6.4","294","43","6.8","28","13","14","1","4","55","1","0","1","340","62","5.5","211","24-37","5.7","129","25","5.2","18","11","5","2","4","21","2","1","1"
"PUR6","PUR","MIST","31","45","340","62","5.5","211","24-37","5.7","129","25","5.2","18","11","5","2","4","21","2","1","1","532","80","6.7","238","19-37","6.4","294","43","6.8","28","13","14","1","4","55","1","0","1"
"NWEST5","NWEST","MN","17","24","393","84","4.7","269","32-50","5.4","124","34","3.6","28","16","9","3","6","41","1","0","1","274","54","5.1","153","10-15","10.2","121","39","3.1","14","5","7","2","6","47","1","0","1"
"MN5","MN","NWEST","24","17","274","54","5.1","153","10-15","10.2","121","39","3.1","14","5","7","2","6","47","1","0","1","393","84","4.7","269","32-50","5.4","124","34","3.6","28","16","9","3","6","41","1","0","1"
"MS5","MS","TXAM","35","20","338","54","6.3","178","13-19","9.4","160","35","4.6","17","8","9","0","2","20","0","0","0","455","88","5.2","401","42-53","7.6","54","35","1.5","27","21","6","0","6","52","3","1","2"
"TXAM6","TXAM","MS","20","35","455","88","5.2","401","42-53","7.6","54","35","1.5","27","21","6","0","6","52","3","1","2","338","54","6.3","178","13-19","9.4","160","35","4.6","17","8","9","0","2","20","0","0","0"
"AUB5","AUB","MSST","23","38","441","78","5.7","209","17-35","6.0","232","43","5.4","25","9","15","1","6","56","4","2","2","469","79","5.9","246","18-35","7.0","223","44","5.1","24","12","10","2","7","50","4","1","3"
"MSST5","MSST","AUB","38","23","469","79","5.9","246","18-35","7.0","223","44","5.1","24","12","10","2","7","50","4","1","3","441","78","5.7","209","17-35","6.0","232","43","5.4","25","9","15","1","6","56","4","2","2"
"VAMI1","VAMI","NAVY","14","51","262","70","3.7","202","26-40","5.1","60","30","2.0","15","11","4","0","1","0","1","0","1","432","55","7.9","82","3-6","13.7","350","49","7.1","19","3","16","0","3","18","2","1","1"
"NAVY6","NAVY","VAMI","51","14","432","55","7.9","82","3-6","13.7","350","49","7.1","19","3","16","0","3","18","2","1","1","262","70","3.7","202","26-40","5.1","60","30","2.0","15","11","4","0","1","0","1","0","1"
"NC5","NC","NDAME","43","50","510","84","6.1","326","25-42","7.8","184","42","4.4","30","17","10","3","9","94","2","1","1","519","81","6.4","300","21-38","7.9","219","43","5.1","27","12","11","4","10","76","3","2","1"
"NDAME5","NDAME","NC","50","43","519","81","6.4","300","21-38","7.9","219","43","5.1","27","12","11","4","10","76","3","2","1","510","84","6.1","326","25-42","7.8","184","42","4.4","30","17","10","3","9","94","2","1","1"
"TX5","TX","OK","26","31","482","84","5.7","334","27-44","7.6","148","40","3.7","24","12","12","0","11","85","1","0","1","232","50","4.6","129","12-20","6.5","103","30","3.4","11","6","5","0","3","20","0","0","0"
"OK5","OK","TX","31","26","232","50","4.6","129","12-20","6.5","103","30","3.4","11","6","5","0","3","20","0","0","0","482","84","5.7","334","27-44","7.6","148","40","3.7","24","12","12","0","11","85","1","0","1"
"OKST5","OKST","KS","27","20","275","68","4.0","161","17-31","5.2","114","37","3.1","15","7","5","3","7","44","2","1","1","379","78","4.9","288","20-37","7.8","91","41","2.2","18","12","5","1","8","65","1","0","1"
"KS5","KS","OKST","20","27","379","78","4.9","288","20-37","7.8","91","41","2.2","18","12","5","1","8","65","1","0","1","275","68","4.0","161","17-31","5.2","114","37","3.1","15","7","5","3","7","44","2","1","1"
